rate_id,season_name,price_multiplier,listing_id
82041,Spring Break,1.0,909859
82042,Winter Off-Peak,1.45,910976
82043,Winter Off-Peak,1.14,911092
82044,Winter Off-Peak,1.47,912376
82045,Winter Off-Peak,1.12,915020
82046,Spring Break,0.93,916311
82047,Spring Break,0.96,917058
82048,Summer Peak,0.99,918049
82049,Winter Off-Peak,0.84,918239
82050,Summer Peak,1.04,918426
82051,Winter Off-Peak,1.43,919491
82052,Winter Off-Peak,1.37,919830
82053,Spring Break,1.15,919978
82054,Summer Peak,1.1,919990
82055,Spring Break,1.46,920930
82056,Spring Break,1.47,921441
82057,Summer Peak,0.85,921585
82058,Spring Break,0.99,921624
82059,Summer Peak,1.03,921862
82060,Spring Break,1.13,923566
82061,Spring Break,1.23,923979
82062,Summer Peak,0.96,924600
82063,Spring Break,1.38,924658
82064,Summer Peak,1.08,924719
82065,Spring Break,1.15,925075
82066,Summer Peak,0.86,925137
82067,Winter Off-Peak,0.95,925240
82068,Summer Peak,1.3,925730
82069,Spring Break,1.12,926337
82070,Winter Off-Peak,0.95,927408
82071,Summer Peak,1.23,927597
82072,Spring Break,1.37,927987
82073,Spring Break,1.04,929032
82074,Spring Break,1.5,931352
82075,Winter Off-Peak,1.42,931642
82076,Summer Peak,1.43,932277
82077,Winter Off-Peak,1.27,933129
82078,Spring Break,0.88,933861
82079,Spring Break,1.08,936218
82080,Spring Break,1.23,937678
82081,Summer Peak,0.93,938022
82082,Spring Break,1.26,939657
82083,Summer Peak,1.23,939724
82084,Winter Off-Peak,1.09,940115
82085,Winter Off-Peak,1.37,940116
82086,Winter Off-Peak,1.45,941179
82087,Winter Off-Peak,0.81,941642
82088,Winter Off-Peak,1.01,944040
82089,Summer Peak,1.03,944049
82090,Spring Break,1.02,944183
82091,Summer Peak,1.48,944755
82092,Spring Break,1.11,944840
82093,Winter Off-Peak,1.13,945297
82094,Winter Off-Peak,1.3,947810
82095,Winter Off-Peak,1.04,947963
82096,Summer Peak,1.14,949713
82097,Spring Break,0.83,951365
82098,Winter Off-Peak,1.34,951944
82099,Spring Break,1.31,953275
82100,Summer Peak,0.88,953951
82101,Winter Off-Peak,0.99,955153
82102,Winter Off-Peak,1.21,955542
82103,Winter Off-Peak,1.37,956412
82104,Spring Break,1.16,957002
82105,Summer Peak,0.92,957642
82106,Spring Break,1.12,958444
82107,Summer Peak,0.91,959349
82108,Summer Peak,1.2,959478
82109,Spring Break,1.2,959871
82110,Summer Peak,0.95,959948
82111,Summer Peak,0.83,960210
82112,Summer Peak,1.44,962045
82113,Summer Peak,1.15,964379
82114,Spring Break,0.82,966104
82115,Summer Peak,1.43,968848
82116,Winter Off-Peak,0.92,969463
82117,Spring Break,1.22,971158
82118,Spring Break,1.32,971247
82119,Summer Peak,0.91,972426
82120,Spring Break,0.96,973128
82121,Spring Break,0.84,973535
82122,Summer Peak,1.1,973653
82123,Summer Peak,1.17,975229
82124,Spring Break,1.5,975250
82125,Spring Break,1.06,975965
82126,Spring Break,1.14,975990
82127,Spring Break,1.37,976167
82128,Spring Break,1.26,976242
82129,Spring Break,0.81,977870
82130,Winter Off-Peak,0.99,978062
82131,Spring Break,1.07,978386
82132,Winter Off-Peak,1.28,978615
82133,Winter Off-Peak,0.89,980098
82134,Spring Break,1.13,980561
82135,Summer Peak,1.46,981410
82136,Spring Break,1.1,981494
82137,Summer Peak,1.17,982038
82138,Summer Peak,1.04,983625
82139,Spring Break,0.81,984721
82140,Summer Peak,0.85,985338
82141,Summer Peak,1.04,986727
82142,Spring Break,0.8,987329
82143,Winter Off-Peak,1.24,987616
82144,Winter Off-Peak,1.19,989976
82145,Winter Off-Peak,1.2,990130
82146,Summer Peak,1.32,990367
82147,Winter Off-Peak,1.41,990529
82148,Spring Break,1.06,992508
82149,Summer Peak,1.22,992598
82150,Summer Peak,1.15,992891
82151,Winter Off-Peak,1.12,992977
82152,Spring Break,1.45,993040
82153,Summer Peak,0.88,993514
82154,Spring Break,1.03,993575
82155,Summer Peak,0.84,993576
82156,Spring Break,1.12,995169
82157,Winter Off-Peak,0.84,995187
82158,Summer Peak,1.07,995215
82159,Winter Off-Peak,1.47,995367
82160,Summer Peak,0.93,995469
82161,Summer Peak,0.82,997404
82162,Spring Break,1.36,998423
82163,Winter Off-Peak,0.81,998887
82164,Summer Peak,0.95,999248
82165,Winter Off-Peak,1.21,999977
82166,Winter Off-Peak,1.22,999984
82167,Spring Break,1.45,1000788
82168,Winter Off-Peak,0.96,1001147
82169,Summer Peak,1.33,1001447
82170,Winter Off-Peak,1.31,1002469
82171,Spring Break,1.31,1003530
82172,Spring Break,1.44,1003754
82173,Winter Off-Peak,1.22,1005416
82174,Spring Break,0.96,1005763
82175,Summer Peak,1.06,1009883
82176,Spring Break,1.12,1009973
82177,Winter Off-Peak,1.18,1010785
82178,Spring Break,1.38,1011449
82179,Winter Off-Peak,1.34,1013648
82180,Winter Off-Peak,1.35,1016004
82181,Summer Peak,1.44,1016105
82182,Winter Off-Peak,1.36,1016352
82183,Winter Off-Peak,1.2,1016819
82184,Spring Break,0.87,1018181
82185,Summer Peak,1.39,1018529
82186,Winter Off-Peak,1.03,1019360
82187,Winter Off-Peak,1.45,1021005
82188,Winter Off-Peak,1.44,1021491
82189,Winter Off-Peak,1.24,1021957
82190,Summer Peak,1.21,1022204
82191,Winter Off-Peak,1.12,1023181
82192,Summer Peak,1.05,1023529
82193,Summer Peak,1.1,1024113
82194,Spring Break,0.95,1024135
82195,Spring Break,1.28,1025001
82196,Summer Peak,1.03,1025786
82197,Spring Break,1.25,1025847
82198,Spring Break,0.95,1026565
82199,Winter Off-Peak,1.39,1026683
82200,Summer Peak,0.91,1027808
82201,Summer Peak,0.96,1028263
82202,Spring Break,0.94,1029482
82203,Summer Peak,0.9,1029808
82204,Winter Off-Peak,1.07,1030254
82205,Winter Off-Peak,1.41,1030392
82206,Spring Break,1.26,1030780
82207,Summer Peak,0.87,1032127
82208,Winter Off-Peak,1.39,1032610
82209,Winter Off-Peak,1.04,1032611
82210,Winter Off-Peak,1.38,1034911
82211,Summer Peak,1.27,1036498
82212,Summer Peak,1.5,1036734
82213,Summer Peak,1.47,1037016
82214,Summer Peak,1.39,1039215
82215,Summer Peak,1.37,1039435
82216,Winter Off-Peak,0.81,1039983
82217,Spring Break,1.23,1039984
82218,Winter Off-Peak,1.35,1040156
82219,Winter Off-Peak,1.3,1041996
82220,Winter Off-Peak,1.49,1042416
82221,Summer Peak,1.46,1042806
82222,Spring Break,1.05,1043046
82223,Winter Off-Peak,1.31,1044502
82224,Winter Off-Peak,1.48,1044731
82225,Spring Break,1.11,1045491
82226,Spring Break,1.19,1045897
82227,Winter Off-Peak,1.06,1046443
82228,Winter Off-Peak,0.8,1048190
82229,Winter Off-Peak,1.07,1049224
82230,Summer Peak,1.22,1051575
82231,Summer Peak,1.16,1053523
82232,Winter Off-Peak,0.95,1054006
82233,Winter Off-Peak,0.91,1054201
82234,Spring Break,1.02,1055029
82235,Summer Peak,0.82,1056119
82236,Winter Off-Peak,1.09,1056185
82237,Summer Peak,0.86,1056256
82238,Summer Peak,1.21,1056445
82239,Winter Off-Peak,1.26,1056804
82240,Summer Peak,1.1,1057022
82241,Spring Break,1.21,1059531
82242,Summer Peak,1.38,1059891
82243,Winter Off-Peak,0.87,1060019
82244,Summer Peak,1.39,1061337
82245,Spring Break,0.82,1063020
82246,Winter Off-Peak,1.3,1063554
82247,Summer Peak,0.98,1065138
82248,Spring Break,1.21,1066769
82249,Winter Off-Peak,0.97,1067251
82250,Spring Break,1.21,1068505
82251,Winter Off-Peak,0.92,1069266
82252,Winter Off-Peak,0.99,1069287
82253,Summer Peak,1.12,1070458
82254,Winter Off-Peak,1.34,1071743
82255,Winter Off-Peak,0.84,1072212
82256,Winter Off-Peak,1.35,1072481
82257,Winter Off-Peak,1.0,1073635
82258,Spring Break,0.81,1073780
82259,Spring Break,0.98,1073832
82260,Summer Peak,1.22,1074155
82261,Winter Off-Peak,1.46,1074506
82262,Spring Break,1.03,1076324
82263,Summer Peak,1.16,1077176
82264,Summer Peak,1.33,1077179
82265,Spring Break,1.31,1077375
82266,Winter Off-Peak,0.93,1079675
82267,Spring Break,1.28,1080543
82268,Summer Peak,1.16,1080766
82269,Summer Peak,0.82,1080816
82270,Summer Peak,1.23,1080839
82271,Summer Peak,0.94,1083888
82272,Spring Break,1.05,1086640
82273,Spring Break,1.17,1087215
82274,Winter Off-Peak,0.88,1089240
82275,Winter Off-Peak,0.97,1089542
82276,Spring Break,1.33,1089619
82277,Spring Break,1.01,1090732
82278,Summer Peak,0.82,1091582
82279,Winter Off-Peak,1.38,1091840
82280,Summer Peak,1.47,1092760
82281,Spring Break,1.13,1093977
82282,Summer Peak,1.45,1095106
82283,Summer Peak,1.42,1096326
82284,Summer Peak,0.8,1096511
82285,Summer Peak,1.01,1097816
82286,Summer Peak,1.15,1098863
82287,Spring Break,1.32,1099244
82288,Summer Peak,1.39,1100421
82289,Winter Off-Peak,1.15,1100753
82290,Summer Peak,1.26,1101035
82291,Spring Break,1.37,1101224
82292,Winter Off-Peak,0.83,1102858
82293,Summer Peak,1.29,1102942
82294,Spring Break,1.13,1102963
82295,Winter Off-Peak,1.31,1105845
82296,Spring Break,0.84,1106284
82297,Spring Break,1.35,1107092
82298,Winter Off-Peak,1.04,1107976
82299,Winter Off-Peak,0.81,1108309
82300,Winter Off-Peak,1.33,1109092
82301,Spring Break,1.17,1110195
82302,Spring Break,0.92,1110484
82303,Summer Peak,1.37,1112070
82304,Summer Peak,1.14,1112407
82305,Spring Break,0.9,1112484
82306,Winter Off-Peak,1.04,1113125
82307,Summer Peak,1.14,1114409
82308,Summer Peak,0.81,1114493
82309,Summer Peak,1.18,1114788
82310,Spring Break,0.85,1115381
82311,Summer Peak,0.94,1117516
82312,Summer Peak,1.02,1117706
82313,Winter Off-Peak,1.12,1118031
82314,Winter Off-Peak,1.15,1121448
82315,Winter Off-Peak,1.39,1121497
82316,Winter Off-Peak,1.01,1121502
82317,Summer Peak,0.81,1123737
82318,Summer Peak,1.01,1123934
82319,Spring Break,1.5,1123960
82320,Winter Off-Peak,0.93,1124012
82321,Spring Break,1.22,1124329
82322,Spring Break,1.29,1126432
82323,Winter Off-Peak,1.16,1126492
82324,Summer Peak,0.95,1126944
82325,Summer Peak,1.13,1127040
82326,Winter Off-Peak,1.07,1127140
82327,Winter Off-Peak,0.93,1128681
82328,Winter Off-Peak,1.03,1129105
82329,Spring Break,1.1,1129483
82330,Winter Off-Peak,1.13,1130138
82331,Spring Break,0.83,1130680
82332,Winter Off-Peak,1.45,1130855
82333,Summer Peak,1.42,1131422
82334,Spring Break,1.03,1131804
82335,Spring Break,1.06,1132201
82336,Spring Break,0.93,1132409
82337,Summer Peak,0.97,1132907
82338,Winter Off-Peak,0.99,1133296
82339,Summer Peak,1.38,1134365
82340,Winter Off-Peak,1.39,1136399
82341,Spring Break,0.84,1137093
82342,Winter Off-Peak,1.18,1137270
82343,Spring Break,1.39,1137587
82344,Spring Break,1.35,1137999
82345,Spring Break,1.06,1138052
82346,Spring Break,0.97,1138455
82347,Summer Peak,1.48,1139851
82348,Summer Peak,1.37,1140826
82349,Summer Peak,1.24,1141120
82350,Winter Off-Peak,0.84,1142034
82351,Winter Off-Peak,0.9,1144861
82352,Spring Break,0.91,1145134
82353,Winter Off-Peak,0.83,1145288
82354,Spring Break,1.05,1145337
82355,Spring Break,1.34,1146534
82356,Spring Break,1.21,1146653
82357,Summer Peak,1.14,1147507
82358,Summer Peak,0.98,1147524
82359,Spring Break,0.89,1148144
82360,Summer Peak,0.87,1148279
82361,Summer Peak,1.12,1148978
82362,Winter Off-Peak,1.13,1150382
82363,Summer Peak,1.03,1150398
82364,Winter Off-Peak,0.9,1150514
82365,Winter Off-Peak,1.16,1150594
82366,Spring Break,1.26,1150869
82367,Summer Peak,1.44,1151209
82368,Winter Off-Peak,1.38,1151343
82369,Spring Break,0.86,1151582
82370,Summer Peak,1.46,1155475
82371,Winter Off-Peak,1.09,1155885
82372,Winter Off-Peak,0.81,1156440
82373,Summer Peak,1.39,1156499
82374,Spring Break,1.35,1157036
82375,Winter Off-Peak,1.02,1157522
82376,Spring Break,1.5,1159142
82377,Winter Off-Peak,1.06,1164101
82378,Winter Off-Peak,1.42,1164111
82379,Winter Off-Peak,1.4,1165913
82380,Spring Break,1.46,1166339
82381,Spring Break,1.02,1166398
82382,Summer Peak,1.43,1166616
82383,Summer Peak,1.32,1166947
82384,Winter Off-Peak,1.19,1167658
82385,Spring Break,1.5,1170268
82386,Winter Off-Peak,1.4,1171566
82387,Spring Break,1.14,1171581
82388,Summer Peak,1.17,1171674
82389,Winter Off-Peak,0.9,1171716
82390,Winter Off-Peak,1.44,1171955
82391,Spring Break,1.39,1173994
82392,Summer Peak,0.81,1174944
82393,Winter Off-Peak,1.43,1175400
82394,Winter Off-Peak,1.02,1177971
82395,Winter Off-Peak,1.49,1178231
82396,Winter Off-Peak,1.36,1178389
82397,Winter Off-Peak,1.06,1180157
82398,Summer Peak,1.23,1180296
82399,Spring Break,1.14,1180537
82400,Winter Off-Peak,1.15,1180618
82401,Spring Break,0.83,1182187
82402,Winter Off-Peak,0.95,1182844
82403,Winter Off-Peak,0.84,1183005
82404,Winter Off-Peak,1.04,1183172
82405,Winter Off-Peak,1.18,1183236
82406,Spring Break,1.38,1183628
82407,Summer Peak,1.2,1183667
82408,Spring Break,1.29,1185357
82409,Spring Break,1.04,1185525
82410,Winter Off-Peak,1.4,1186153
82411,Spring Break,1.28,1186569
82412,Summer Peak,1.5,1187643
82413,Winter Off-Peak,1.1,1189225
82414,Spring Break,0.93,1189378
82415,Spring Break,0.94,1190223
82416,Winter Off-Peak,1.16,1191606
82417,Winter Off-Peak,0.93,1194066
82418,Summer Peak,1.29,1194508
82419,Summer Peak,1.17,1195198
82420,Spring Break,1.24,1195260
82421,Summer Peak,1.16,1196791
82422,Winter Off-Peak,1.44,1197899
82423,Winter Off-Peak,0.95,1198231
82424,Winter Off-Peak,0.89,1199863
82425,Winter Off-Peak,1.01,1203812
82426,Spring Break,1.27,1205103
82427,Spring Break,1.21,1209069
82428,Spring Break,0.95,1209492
82429,Winter Off-Peak,0.81,1209887
82430,Summer Peak,1.12,1209921
82431,Spring Break,1.34,1209955
82432,Summer Peak,0.89,1210916
82433,Spring Break,0.83,1212319
82434,Winter Off-Peak,1.42,1213745
82435,Winter Off-Peak,1.07,1213991
82436,Winter Off-Peak,1.39,1215122
82437,Winter Off-Peak,0.95,1215627
82438,Winter Off-Peak,1.1,1215836
82439,Spring Break,1.0,1217046
82440,Spring Break,1.08,1217318
82441,Summer Peak,1.11,1217670
82442,Spring Break,1.39,1220548
82443,Spring Break,1.17,1221332
82444,Winter Off-Peak,0.96,1221517
82445,Summer Peak,1.13,1221962
82446,Spring Break,0.87,1222563
82447,Winter Off-Peak,0.94,1223230
82448,Summer Peak,1.04,1223755
82449,Winter Off-Peak,1.05,1225060
82450,Summer Peak,1.19,1225110
82451,Winter Off-Peak,1.02,1226176
82452,Winter Off-Peak,1.16,1227258
82453,Summer Peak,1.42,1227528
82454,Winter Off-Peak,1.15,1228561
82455,Spring Break,1.03,1229484
82456,Spring Break,1.15,1229630
82457,Spring Break,1.41,1231273
82458,Spring Break,0.81,1232212
82459,Spring Break,1.49,1232433
82460,Summer Peak,1.25,1235078
82461,Spring Break,1.42,1238285
82462,Summer Peak,0.84,1239017
82463,Winter Off-Peak,1.3,1239293
82464,Summer Peak,1.37,1240530
82465,Winter Off-Peak,0.82,1240586
82466,Winter Off-Peak,1.29,1240594
82467,Spring Break,0.82,1241905
82468,Spring Break,1.37,1244117
82469,Winter Off-Peak,1.2,1245479
82470,Winter Off-Peak,1.19,1245977
82471,Summer Peak,0.81,1251566
82472,Spring Break,0.89,1251681
82473,Winter Off-Peak,1.13,1251889
82474,Winter Off-Peak,1.29,1252565
82475,Summer Peak,0.85,1252826
82476,Winter Off-Peak,1.09,1255828
82477,Winter Off-Peak,0.9,1256536
82478,Summer Peak,1.44,1256768
82479,Summer Peak,0.87,1258651
82480,Summer Peak,1.44,1260727
82481,Winter Off-Peak,1.33,1262053
82482,Summer Peak,0.99,1263964
82483,Spring Break,1.04,1264621
82484,Spring Break,1.02,1264663
82485,Spring Break,1.29,1264695
82486,Winter Off-Peak,1.04,1264920
82487,Summer Peak,1.48,1266411
82488,Winter Off-Peak,1.42,1267186
82489,Winter Off-Peak,1.33,1267945
82490,Summer Peak,0.82,1267954
82491,Winter Off-Peak,1.26,1270324
82492,Summer Peak,1.09,1271103
82493,Winter Off-Peak,1.27,1271361
82494,Summer Peak,0.99,1273533
82495,Spring Break,1.03,1275942
82496,Spring Break,1.08,1276554
82497,Summer Peak,1.34,1276760
82498,Winter Off-Peak,1.11,1277955
82499,Summer Peak,1.1,1278784
82500,Spring Break,0.87,1279234
82501,Spring Break,1.02,1280188
82502,Winter Off-Peak,1.37,1281023
82503,Spring Break,1.0,1281054
82504,Summer Peak,1.28,1281257
82505,Spring Break,1.28,1283453
82506,Winter Off-Peak,0.94,1284776
82507,Spring Break,1.19,1284789
82508,Spring Break,1.4,1286024
82509,Spring Break,1.38,1290208
82510,Spring Break,1.46,1290336
82511,Winter Off-Peak,1.49,1291020
82512,Spring Break,1.21,1291245
82513,Winter Off-Peak,1.27,1291261
82514,Summer Peak,1.26,1291490
82515,Spring Break,1.02,1291561
82516,Spring Break,0.97,1292428
82517,Winter Off-Peak,1.03,1294721
82518,Winter Off-Peak,1.19,1294973
82519,Summer Peak,1.45,1297171
82520,Winter Off-Peak,0.88,1297663
82521,Summer Peak,1.07,1300097
82522,Summer Peak,1.31,1300216
82523,Winter Off-Peak,0.84,1300950
82524,Summer Peak,1.26,1301321
82525,Winter Off-Peak,1.06,1302684
82526,Summer Peak,1.07,1303515
82527,Summer Peak,0.92,1303850
82528,Winter Off-Peak,0.95,1304181
82529,Summer Peak,0.96,1304459
82530,Winter Off-Peak,0.82,1304952
82531,Summer Peak,1.17,1305265
82532,Spring Break,1.3,1305346
82533,Winter Off-Peak,1.11,1306749
82534,Spring Break,1.16,1306966
82535,Winter Off-Peak,1.27,1307095
82536,Summer Peak,1.23,1307723
82537,Summer Peak,0.98,1308155
82538,Spring Break,1.41,1308308
82539,Spring Break,1.42,1309148
82540,Summer Peak,1.01,1310672
82541,Winter Off-Peak,1.43,1312228
82542,Spring Break,1.27,1313340
82543,Winter Off-Peak,1.06,1313593
82544,Summer Peak,0.98,1313711
82545,Spring Break,1.22,1313768
82546,Winter Off-Peak,0.83,1316480
82547,Summer Peak,0.81,1316961
82548,Winter Off-Peak,1.31,1317612
82549,Summer Peak,1.26,1320550
82550,Winter Off-Peak,1.25,1322432
82551,Winter Off-Peak,0.86,1323349
82552,Spring Break,1.2,1323801
82553,Spring Break,0.83,1324087
82554,Spring Break,1.31,1325432
82555,Winter Off-Peak,1.03,1325472
82556,Winter Off-Peak,1.14,1325473
82557,Winter Off-Peak,1.34,1325507
82558,Spring Break,0.95,1325759
82559,Summer Peak,1.39,1325911
82560,Winter Off-Peak,0.91,1326514
82561,Winter Off-Peak,1.1,1326566
82562,Winter Off-Peak,0.83,1327775
82563,Summer Peak,1.3,1327940
82564,Spring Break,0.81,1329559
82565,Summer Peak,1.3,1330056
82566,Summer Peak,1.24,1330753
82567,Summer Peak,0.86,1330775
82568,Summer Peak,1.15,1331231
82569,Spring Break,0.9,1331960
82570,Winter Off-Peak,1.33,1332473
82571,Spring Break,1.05,1334633
82572,Winter Off-Peak,0.97,1334793
82573,Spring Break,1.42,1335036
82574,Summer Peak,1.02,1335510
82575,Spring Break,1.4,1335550
82576,Summer Peak,1.16,1336223
82577,Winter Off-Peak,0.97,1336230
82578,Winter Off-Peak,0.87,1336390
82579,Spring Break,1.06,1336984
82580,Spring Break,0.86,1337148
82581,Winter Off-Peak,0.96,1338362
82582,Spring Break,1.23,1340982
82583,Summer Peak,1.14,1342507
82584,Spring Break,0.98,1342515
82585,Spring Break,1.25,1343532
82586,Spring Break,0.95,1346003
82587,Spring Break,1.39,1347126
82588,Spring Break,0.96,1347175
82589,Summer Peak,1.4,1347204
82590,Summer Peak,1.23,1347478
82591,Summer Peak,1.11,1347847
82592,Summer Peak,1.47,1348118
82593,Spring Break,1.15,1349187
82594,Spring Break,1.31,1349237
82595,Spring Break,0.93,1349658
82596,Winter Off-Peak,1.36,1350055
82597,Summer Peak,0.85,1351217
82598,Spring Break,1.02,1351427
82599,Spring Break,1.44,1352560
82600,Spring Break,1.4,1352657
82601,Winter Off-Peak,1.44,1354042
82602,Spring Break,0.83,1354250
82603,Summer Peak,0.91,1354415
82604,Summer Peak,1.45,1354775
82605,Summer Peak,1.07,1354973
82606,Spring Break,0.86,1356710
82607,Winter Off-Peak,0.91,1357021
82608,Spring Break,1.21,1358963
82609,Summer Peak,0.99,1359438
82610,Winter Off-Peak,0.98,1360781
82611,Winter Off-Peak,1.43,1360791
82612,Summer Peak,0.86,1360932
82613,Winter Off-Peak,1.3,1361017
82614,Summer Peak,1.01,1361428
82615,Spring Break,1.44,1363957
82616,Winter Off-Peak,1.38,1365000
82617,Summer Peak,1.09,1365028
82618,Spring Break,1.46,1367775
82619,Winter Off-Peak,1.39,1370154
82620,Winter Off-Peak,1.01,1370405
82621,Summer Peak,0.86,1371957
82622,Summer Peak,1.1,1373456
82623,Spring Break,1.02,1374457
82624,Spring Break,0.96,1377134
82625,Winter Off-Peak,1.47,1377320
82626,Spring Break,0.96,1377820
82627,Spring Break,1.37,1378165
82628,Spring Break,1.01,1380326
82629,Spring Break,1.32,1382158
82630,Summer Peak,1.44,1382607
82631,Summer Peak,0.98,1386742
82632,Winter Off-Peak,1.31,1390532
82633,Winter Off-Peak,1.02,1391024
82634,Spring Break,0.83,1391683
82635,Summer Peak,1.45,1392144
82636,Winter Off-Peak,1.38,1392330
82637,Summer Peak,1.18,1392673
82638,Summer Peak,1.29,1396458
82639,Spring Break,1.15,1397705
82640,Summer Peak,1.31,1398234
82641,Spring Break,1.5,1398326
82642,Summer Peak,1.16,1398609
82643,Winter Off-Peak,0.91,1399187
82644,Winter Off-Peak,1.08,1399273
82645,Spring Break,1.01,1399352
82646,Summer Peak,1.33,1399448
82647,Summer Peak,1.02,1401826
82648,Summer Peak,1.34,1402084
82649,Spring Break,1.03,1403129
82650,Winter Off-Peak,1.34,1403466
82651,Summer Peak,1.27,1403635
82652,Spring Break,1.38,1403870
82653,Winter Off-Peak,1.05,1404355
82654,Winter Off-Peak,1.12,1404510
82655,Winter Off-Peak,1.43,1404828
82656,Summer Peak,1.08,1407364
82657,Summer Peak,1.04,1408406
82658,Winter Off-Peak,0.93,1408914
82659,Spring Break,1.0,1409947
82660,Summer Peak,1.49,1410197
82661,Summer Peak,0.88,1411583
82662,Summer Peak,1.13,1411811
82663,Winter Off-Peak,1.25,1415738
82664,Winter Off-Peak,1.39,1416631
82665,Winter Off-Peak,1.38,1420295
82666,Winter Off-Peak,1.24,1420559
82667,Spring Break,1.22,1421933
82668,Summer Peak,1.11,1423112
82669,Spring Break,1.13,1423175
82670,Summer Peak,1.2,1425801
82671,Spring Break,1.17,1426004
82672,Winter Off-Peak,1.36,1426529
82673,Winter Off-Peak,1.31,1427084
82674,Summer Peak,0.82,1427401
82675,Summer Peak,0.87,1427518
82676,Winter Off-Peak,1.12,1428154
82677,Spring Break,1.3,1428359
82678,Winter Off-Peak,1.04,1428371
82679,Summer Peak,1.35,1428648
82680,Winter Off-Peak,0.91,1428844
82681,Summer Peak,1.06,1430650
82682,Summer Peak,0.85,1431246
82683,Spring Break,1.15,1433897
82684,Winter Off-Peak,1.25,1434010
82685,Winter Off-Peak,1.28,1436810
82686,Spring Break,1.26,1437044
82687,Winter Off-Peak,1.26,1438369
82688,Summer Peak,1.08,1438870
82689,Winter Off-Peak,1.38,1439162
82690,Spring Break,0.86,1440363
82691,Summer Peak,0.87,1442450
82692,Winter Off-Peak,1.49,1442495
82693,Summer Peak,1.32,1444400
82694,Summer Peak,0.89,1444924
82695,Spring Break,1.02,1445250
82696,Spring Break,1.15,1445977
82697,Winter Off-Peak,1.26,1446009
82698,Winter Off-Peak,1.39,1446483
82699,Winter Off-Peak,1.2,1448703
82700,Summer Peak,1.15,1449263
82701,Spring Break,1.01,1449546
82702,Spring Break,1.46,1452786
82703,Winter Off-Peak,1.46,1453049
82704,Summer Peak,1.48,1455804
82705,Spring Break,1.25,1456142
82706,Spring Break,1.01,1456352
82707,Winter Off-Peak,1.31,1457505
82708,Spring Break,0.86,1458987
82709,Winter Off-Peak,0.92,1460017
82710,Spring Break,1.21,1461721
82711,Summer Peak,1.46,1461814
82712,Spring Break,0.91,1461873
82713,Winter Off-Peak,1.35,1461965
82714,Winter Off-Peak,1.11,1462341
82715,Summer Peak,1.1,1465446
82716,Summer Peak,1.27,1466081
82717,Winter Off-Peak,1.48,1466534
82718,Summer Peak,1.48,1466552
82719,Winter Off-Peak,1.21,1466688
82720,Summer Peak,1.39,1467106
82721,Summer Peak,1.07,1467238
82722,Spring Break,0.98,1467392
82723,Summer Peak,1.12,1467618
82724,Spring Break,1.5,1469895
82725,Summer Peak,0.82,1469955
82726,Winter Off-Peak,0.8,1470069
82727,Summer Peak,1.12,1471244
82728,Summer Peak,1.36,1471952
82729,Winter Off-Peak,1.31,1472002
82730,Winter Off-Peak,1.0,1472009
82731,Spring Break,1.27,1474752
82732,Summer Peak,1.33,1474980
82733,Summer Peak,1.35,1475084
82734,Spring Break,1.31,1475427
82735,Summer Peak,0.85,1475631
82736,Spring Break,0.96,1475661
82737,Spring Break,1.2,1476238
82738,Spring Break,0.98,1476484
82739,Winter Off-Peak,1.09,1478315
82740,Summer Peak,0.91,1478946
82741,Spring Break,1.33,1479113
82742,Winter Off-Peak,1.2,1479283
82743,Winter Off-Peak,1.19,1479349
82744,Spring Break,1.16,1479731
82745,Summer Peak,1.24,1480002
82746,Spring Break,1.1,1481907
82747,Summer Peak,1.25,1483688
82748,Winter Off-Peak,1.49,1484031
82749,Winter Off-Peak,1.42,1484310
82750,Spring Break,1.01,1486099
82751,Winter Off-Peak,1.27,1487222
82752,Summer Peak,1.15,1489426
82753,Summer Peak,1.37,1490223
82754,Summer Peak,1.36,1491991
82755,Winter Off-Peak,0.91,1492286
82756,Spring Break,1.18,1492856
82757,Winter Off-Peak,1.05,1494527
82758,Winter Off-Peak,0.99,1496319
82759,Summer Peak,1.04,1497024
82760,Spring Break,0.9,1499635
82761,Spring Break,0.98,1503618
82762,Summer Peak,1.1,1503670
82763,Spring Break,1.05,1506985
82764,Spring Break,1.18,1507845
82765,Summer Peak,1.05,1511216
82766,Spring Break,1.04,1511303
82767,Summer Peak,1.13,1511534
82768,Winter Off-Peak,1.1,1512006
82769,Winter Off-Peak,0.89,1514939
82770,Spring Break,1.05,1515026
82771,Winter Off-Peak,1.14,1515611
82772,Summer Peak,1.39,1515659
82773,Summer Peak,1.12,1515692
82774,Spring Break,0.97,1516120
82775,Winter Off-Peak,0.82,1517917
82776,Winter Off-Peak,0.9,1519957
82777,Summer Peak,0.94,1519994
82778,Winter Off-Peak,0.98,1520806
82779,Summer Peak,0.89,1521318
82780,Winter Off-Peak,1.14,1521335
82781,Summer Peak,1.02,1523556
82782,Winter Off-Peak,1.0,1524017
82783,Summer Peak,0.81,1524302
82784,Summer Peak,0.94,1524562
82785,Winter Off-Peak,1.1,1524711
82786,Winter Off-Peak,1.05,1524895
82787,Winter Off-Peak,1.19,1525602
82788,Summer Peak,0.97,1526741
82789,Summer Peak,1.33,1530386
82790,Winter Off-Peak,1.37,1530660
82791,Summer Peak,1.39,1530919
82792,Spring Break,1.41,1533652
