listing_id,property_name,room_type,latitude,longitude,host_id
1604488,Private room with stunning view,Private room,40.72149,-73.96174,8548430
1604489,Spacious and modern Chelsea loft,Entire home/apt,40.74611,-73.99209,8548453
1606312,Williamsburg 2BR 2BA Hotel Condo,Entire home/apt,40.72079,-73.95641,3130819
1608220,The Heart of Bushwick!,Private room,40.70188,-73.92275,7009551
1609672,CENTRAL PARK/ TIMES SQUARE,Entire home/apt,40.76476,-73.99011,5533135
1613110,Sunny Studio Loft @ Habitat 101,Entire home/apt,40.7257,-73.94181,7503643
1614817,PRIME apartment in East Village!,Entire home/apt,40.73082,-73.98693,5283853
1614869,"Cute, quirky Park Slope Jr 1 bdroom",Entire home/apt,40.67477,-73.97404,1254489
1614964,Charming Room in Astoria!!,Private room,40.76752,-73.9273,8783166
1615764,,Entire home/apt,40.71239,-74.0162,6676776
1616540,Modern Clean 1 Bedroom apt  in Clinton Hill,Entire home/apt,40.68572,-73.9641,953843
1617443,Great Artistic Studio in Historic Building,Shared room,40.81606,-73.94363,2240143
1617488,Rooftop Oasis in Brooklyn for Shoots & Gigs,Entire home/apt,40.69017,-73.95757,8102595
1619695,Only 10 mins to CENTRAL PARK! :),Private room,40.82184,-73.95031,8616291
1620225,Charming studio in Williamsburg,Entire home/apt,40.70863,-73.95543,8619862
1620248,Large furnished 2 bedrooms- - 30 days Minimum,Entire home/apt,40.73051,-73.9814,2196224
1621235,An artist place in Bedstuy,Private room,40.69385,-73.95223,1345611
1623431,Enormous Chrysler-View Bedroom/Bath,Private room,40.7513,-73.97239,5440087
1624665,"Bushwick Biodome Loft, Fun & Unique, Great View!",Private room,40.70537,-73.92975,8638841
1628156,A Tree Grows in Brooklyn,Entire home/apt,40.64308,-73.9077,8653725
1628564,Stylish Room on Express Line to Midtown,Private room,40.83942,-73.93855,5334697
1630572,Private Room in Designer's NYC Apt,Private room,40.72391,-73.99879,2935265
1631845,1 bedroom apartment in NYC,Entire home/apt,40.71915,-73.99309,1232988
1633313,Bohemian W'Burg Duplex,Entire home/apt,40.7086,-73.94715,8677042
1633420,NYC Harlem cozy private room,Private room,40.81307,-73.93854,8677477
1633924,Smart Family 1BD Retreat in Bedstuy,Entire home/apt,40.6848,-73.92505,8680097
1635088,Cosy studio in great location at  UES,Entire home/apt,40.78013,-73.95082,8685072
1635672,Cute studio apt in West Village,Entire home/apt,40.7338,-74.00328,8687489
1640995,One bedroom apartment - UES,Entire home/apt,40.76866,-73.9536,8313953
1644133,Large Spacious Apt For Sublet,Entire home/apt,40.63205,-73.94587,8726014
1644146,"Quaint, beautiful studio Brooklyn",Entire home/apt,40.68468,-73.99145,1338262
1645181,Lovely Brownstone-- Close to Subway,Entire home/apt,40.68019,-73.93042,8708720
1645196,Park Slope 1BR with Private Outdoor Space,Entire home/apt,40.67179,-73.97248,4623045
1645667,Truly A Sweet Home away from Home.,Entire home/apt,40.68656,-73.95348,8732694
1645772,"Private Entrance/Bath, 2 story Apt.",Private room,40.77118,-73.9527,8026393
1645915,Cozy 1.5BD in Parkslope Brooklyn,Entire home/apt,40.66623,-73.98217,1967871
1646432,Beautiful Home Away From Home!,Entire home/apt,40.68471,-73.95325,8732694
1646838,1 BR apt in heart of the Village,Entire home/apt,40.72831,-73.9987,8739354
1646910,"Bright, Cheerful Brooklyn Apartment",Entire home/apt,40.70773,-73.94144,2899693
1649957,GRACIOUS HARLEM 1 BEDROOM,Entire home/apt,40.8117,-73.9555,8751800
1650470,Spacious room in Bushwick L & JMZ !,Private room,40.70045,-73.93832,8753908
1651595,"Cozy Apartment, 30 min train ride to Times Square!",Entire home/apt,40.75238,-73.87746,8759781
1652236,Amazing Spacious Room,Private room,40.68708,-73.95126,3562322
1652996,Large Charming 1 BR + Den  in  Brownstone Apt,Entire home/apt,40.68005,-73.93911,517966
1654551,"West Village: Cozy, Quiet 1BR Apt",Entire home/apt,40.73119,-74.00615,8772693
1654561,Cozy room in bed-stuy,Private room,40.68553,-73.94466,8773518
1654713,Brooklyn Wildlife Loft rm 2,Shared room,40.70617,-73.93761,5556571
1654738,GREAT BRAND NEW 1 BED! TIMES SQ!!!!,Entire home/apt,40.76364,-73.99465,914838
1654929,COZY GARDEN APT IN BKLYN BROWNSTONE,Entire home/apt,40.64233,-73.95655,4847926
1655550,Gorgeous NewModern_BestLocation!NYC,Entire home/apt,40.76544,-73.9882,2119276
1655824,Art House Suite,Entire home/apt,40.68194,-73.94068,5942292
1655880,"4BD, 2 Bath Apt Flatiron on 6th Ave",Entire home/apt,40.74096,-73.9927,8778889
1656254,Habitat 101. Amazing 1br Loft Apartment,Entire home/apt,40.72531,-73.94222,7503643
1656539,West Village townhouse private suite incl bath,Private room,40.73089,-74.00302,93790
1656585,Sunny 1bd - Near SOHO Washington SQ,Entire home/apt,40.72866,-74.00095,1147345
1656621,Classic Brownstone private suite,Entire home/apt,40.68978,-73.93751,5738733
1657110,Luxury & Charm.  Steps from Christopher Park!,Entire home/apt,40.73433,-74.0036,8315861
1658703,Close to trains! Special long-term rates!!,Entire home/apt,40.6526,-73.94999,8791051
1664209,2000 SQ FT Spacious Artist Loft in SOHO,Entire home/apt,40.72047,-74.00049,1253125
1664614,Great Views on Upper West Side,Private room,40.7854,-73.97368,8796895
1664716,apartment in heart of East Village ,Entire home/apt,40.72379,-73.98826,2110601
1665498,"3rd FL, Private Suite w Own Bath & Study Area",Entire home/apt,40.61135,-74.06356,8821936
1668328,Quiet Williamsburg apartment,Entire home/apt,40.71084,-73.94861,8265050
1669149,Beautiful Modern Midtown Apartment,Entire home/apt,40.76464,-73.98749,8838470
1669250,Large Studio w/ Entertainment Room!,Entire home/apt,40.79221,-73.97476,3038687
1670517,Union Square area 1BD Apartment,Entire home/apt,40.73681,-73.98366,8844412
1672860,New**Beauty**W50's_Luxury&BALCONY!!,Entire home/apt,40.76493,-73.98652,2119276
1672977,NEW_2BR_PrivateRoof&CityView_Beauty,Entire home/apt,40.76703,-73.98874,2119276
1673040,NEW_Duplex_BreathtakingViews_Beauty,Entire home/apt,40.76671,-73.98666,2119276
1673338,Comfortable Room + Kitty + Food,Private room,40.71346,-73.93883,5719998
1677887,Charming LG Bedroom by Park & Train,Private room,40.66139,-73.96027,8756595
1678809,Sunny Spacious Retro 1 Bedroom,Entire home/apt,40.69143,-73.93933,8619985
1682258,Big Studio Apt Convenient Gramercy,Entire home/apt,40.74011,-73.98185,5434492
1682282,Private room in  MANHATTAN NYC,Private room,40.79053,-73.94398,8896180
1682958,Beautiful Cozy Room Great Price!,Private room,40.76359,-73.90586,6194487
1683227,Clean room near Columbia Univ,Private room,40.81326,-73.96181,8900383
1683968,Landmark Loft in Williamsburg Brooklyn 1 month min,Entire home/apt,40.71108,-73.96318,274702
1684053,Arverne By The Bay Private Room & Bathroom,Private room,40.59684,-73.79449,762610
1687108,"Private, Clean and Comfortable NY",Private room,40.76394,-73.92022,177712
1688711,Luxury Room in Landmark House,Private room,40.66359,-73.95235,8792814
1688914,Strivers Row Sanctuary in Harlem - Monthly,Entire home/apt,40.8174,-73.94629,8925763
1690764,One very large room two beds,Private room,40.68208,-73.9104,8925493
1691188,4 bedroom 2Bath apt Maspeth Queens,Entire home/apt,40.72509,-73.89687,8934751
1691798,Beautiful apt in the heart of LES,Entire home/apt,40.7157,-73.99183,8937205
1692823,ON A BUDGET COZY IN BROOKLYN In NYC,Private room,40.66759,-73.88584,2015914
1693028,Private Room with adjoining bathroom,Private room,40.88296,-73.86264,8918030
1693171,BLYN SPECIAL BUDGET PRICE IN  NYC,Private room,40.66907,-73.88493,2015914
1693524,1 rm @ 3BR loft williamsburg room 3,Private room,40.72668,-73.95555,4864306
1695731,1BR Apt in Murray Hill/Midtown,Private room,40.74722,-73.97734,8955761
1696050,"Spacious Room, Central Location, Historic block.",Private room,40.80339,-73.95167,4463092
1696381,Charming Room Near Central Park,Private room,40.7977,-73.93754,2717428
1697047,Charming Private Room with a View,Private room,40.71251,-73.947,4184612
1698334,Williamsburg off Bedford/no extra $ for 2ppl!,Private room,40.7138,-73.96251,1562642
1699934,SAFE BUDGET IN  Brooklyn  NYC,Private room,40.66874,-73.88548,2015914
1700471,CHARM Rm HAMILTON HEIGHTS Harlem,Private room,40.81976,-73.94029,8289663
1701981,"Modern, Light-Filled Apt in Chelsea/Meatpacking",Entire home/apt,40.74072,-74.00438,1120027
1702032,The Top-Notch Top-Floor,Private room,40.7337,-73.95427,8986314
1702533,BROOKLYN FAVORITE VACATION HOME 2,Entire home/apt,40.68242,-73.97904,8335875
1702581,PRIVATE. ROOM  -  Midtown/Central Park,Private room,40.76796,-73.98601,5668786
1702781,Nice and quiet,Private room,40.7672,-73.92799,7614595
1703506,"Gorgeous, Family-Friendly, NYC Apt!",Entire home/apt,40.69383,-73.90837,706623
1703834,Your Own Private Room To Sleep In! BEAUTIFUL!,Private room,40.65763,-73.96029,8136206
1704210,Gorgeous 1-2 bedroom(Prospect park),Entire home/apt,40.64928,-73.97538,2731594
1704560,Beautiful/Spacious 1 Bedroom in LES,Entire home/apt,40.7189,-73.99177,5693756
1704798,Perfect cozy PRIVATE room!!,Private room,40.75224,-73.99487,8998805
1706997,Cozy 1BD next to Central Park,Private room,40.77532,-73.97952,5662533
1707422,"VERY UNIQUE TOWNHOUSE in GREENPOINT, BROOKLYN",Private room,40.72646,-73.95799,9008935
1707823,Private Room in the Heart of Greenpoint,Private room,40.73487,-73.95789,9010955
1708771,"Comfort; Next to ""A"" express subway",Private room,40.85287,-73.93794,840868
1712462,Cozy Private Room in Brooklyn NY,Private room,40.72124,-73.93673,9031941
1712660,Cosy Room in Great Location -W'burg,Private room,40.70833,-73.95395,2332618
1713409,Sunny 1BR + Outdoor space [L line],Entire home/apt,40.70306,-73.92526,6144668
1716441,Large sunny room queen bed &balcony,Private room,40.71906,-73.9845,153494
1716640,One Stop to TimesSQ Vacation Apt,Entire home/apt,40.81027,-73.94639,9051298
1717058,Top floor 1 bedroom soho/nolita,Entire home/apt,40.72182,-73.99625,9053036
1717138,"Cozy private Basement studio,15mins  from the city",Entire home/apt,40.63304,-73.95625,8943770
1717149,Corner High Rise Apartment - City Views,Entire home/apt,40.74035,-74.00615,9053452
1717226,BIG BROOKLYN HOUSE TO LOVE,Entire home/apt,40.6776,-73.93504,9053876
1721115,Financial District Oasis Room-1 Queen Bed,Private room,40.70758,-74.00799,9072771
1725295,Midtwn E BEST LOCATION Priv Twin Rm 1 Loving Cat,Private room,40.7474,-73.97847,215764
1727923,Large private 1BR with backyard - Williamsburg,Entire home/apt,40.71316,-73.95648,2510744
1728339,Large Room in Landmark House,Private room,40.66231,-73.95394,8792814
1728437,Cozy Room in Landmark House,Private room,40.66182,-73.95338,8792814
1728625,New Williamsburg 1B With Backyard,Entire home/apt,40.71985,-73.94015,9109049
1728938,Sunny Room/private bath/ Brownstone,Private room,40.67629,-73.97654,478717
1729286,"Sunny, Large (Queen Bed) Private room in 2Bedroom",Private room,40.79377,-73.9361,8366233
1730937,Private room in Midtown East,Private room,40.75622,-73.9728,9119678
1731245,"Sunny, Comfortable Space",Entire home/apt,40.67394,-73.924,7228995
1731365,Duplex apartment with garden,Entire home/apt,40.79086,-73.96683,7379093
1731969,Beautiful UES residence minutes from everything,Private room,40.77084,-73.95811,17318747
1732498,Hip Two Story BK Apt w/Private Yard,Entire home/apt,40.72716,-73.94971,1818792
1733054,"Williamsburg Brooklyn, Parkside Penthouse NYC View",Private room,40.7179,-73.95103,8072802
1733157,Private Family Home 2BR mins to Midtown Manhattan,Private room,40.76135,-73.91571,9131167
1734724,Williamsburg Luxury- 30 days +,Entire home/apt,40.72076,-73.95614,8910286
1735478,"Relaxing, serene room in NYC Apt",Private room,40.76081,-73.93163,6790494
1735804,Lovely Suite in Historic Brownstone near Subway,Entire home/apt,40.68972,-73.93073,1755097
1736064,Sunny 1BR Overlooking Prospect Park,Entire home/apt,40.65769,-73.96161,721267
1738513,Sunny Floral Artist Apartment Chinatown LES,Entire home/apt,40.70911,-73.99685,5064855
1739847,Welcome to a beautiful Quiet Bronx.,Private room,40.82138,-73.87603,8989844
1740311,"LARGE PRIVATE BED + BATH, LES",Entire home/apt,40.72105,-73.98519,9162713
1741622,Cozy NY-style 1BDRM Apartment UES.,Entire home/apt,40.76358,-73.95895,652092
1741745,Private room in East Harlem,Private room,40.79858,-73.93585,1845333
1742471,View of Empire State Building!,Entire home/apt,40.74609,-73.91406,2127723
1742610,Studio in the Upper East Side ,Entire home/apt,40.78031,-73.94653,2548224
1742654,High Floor apt.near Columbus Circle,Entire home/apt,40.76708,-73.986,9173924
1743116,Cozy Room in Astoria,Private room,40.76549,-73.92934,8783166
1743379,Spacious Historic Williamsburg 2/1.5 Townhouse,Entire home/apt,40.70982,-73.9642,9177920
1744216,Prime Williamsburg Large bedroom for 1or2 people,Private room,40.71973,-73.96071,2480939
1744941,Charming One Bedroom,Entire home/apt,40.74148,-73.98304,6544987
1745358,Spacious and Chic Times Square 1 Bedroom,Entire home/apt,40.765,-73.98904,9186542
1745430,Bohemian 2BR DuplexLoft in Brooklyn,Entire home/apt,40.72569,-73.94054,7503643
1745658,1 Bedroom in Greenwich Village,Entire home/apt,40.73236,-73.9992,9187795
1746726,"Chelsea NYC luxury 2 bed/2 bath, garden apt",Entire home/apt,40.74188,-73.99729,4051126
1747405,"Spacious, Cozy NYC Apartment - 1 Minute to Subway!",Private room,40.80012,-73.94087,9117590
1747833,Affordable Clean Private Room NYC  ,Private room,40.84367,-73.91718,9197101
1748189,UPPER EAST SIDE 1BR APT - CENTRAL,Entire home/apt,40.77219,-73.95073,1411399
1750248,"Priv room in 3 bdrm apt - Room ""A""",Private room,40.80247,-73.94531,9207223
1750527,"Modern, Sunny Duplex PENTHOUSE  w/ BALCONY",Entire home/apt,40.69194,-73.95952,3336010
1750679,THE LINCOLN PARLOR,Entire home/apt,40.66946,-73.95008,9209820
1752112,NYC Central Park family apt - 3bdr,Entire home/apt,40.78952,-73.98097,5862053
1752206,Elegant 1b Near Everything,Entire home/apt,40.74314,-73.9957,5243858
1753671,Big quiet Sunny room in Upper East Side,Private room,40.79692,-73.94434,4500999
1755484,Museum Mile Central Pk- Madison Ave,Entire home/apt,40.77648,-73.96126,9232106
1755844,Brooklyn Stunning Event Space.,Entire home/apt,40.67247,-73.93616,2715012
1758391,"Sunny Room, Only 1 Block to Subway!",Private room,40.69696,-73.93577,9234456
1759154,BEST Bushwick 1 Bedroom - 15 min to Manhattan,Entire home/apt,40.69366,-73.92281,8998154
1759462,Modern/Renovated/Best EV Location!!,Entire home/apt,40.72714,-73.98397,9250406
1759526,Lovely Room in Awesome Apartment - Fun/Convenient,Private room,40.74563,-73.99325,104250
1762513,"2bd/2bth, drmn, 1 block from subway in LIC",Entire home/apt,40.74849,-73.94947,9264606
1762852,Charming and Cozy Bedroom in Artists Colony,Private room,40.70942,-73.95302,173997
1763209,"10mins to Manhattan, 59th St, 17mins Times Square.",Private room,40.76451,-73.92942,9268156
1763333,"Cozy 1 BR Apt - Sunnyside, Queens",Entire home/apt,40.74244,-73.91676,9268805
1763736,Charming Upper West Side 1 Bedroom,Private room,40.78448,-73.97386,1304097
1763956,Nice cozy bedroom with cool views in Hell's kit..!,Private room,40.76421,-73.99115,9271872
1766846,Newly Renovated East Village Private Guest Studio,Entire home/apt,40.731,-73.98427,5586949
1767037,Small Cozy Room Wifi & AC near JFK,Private room,40.68968,-73.85219,9284163
1771965,Fully furnished 2 Bedrooms floor-through apartment,Entire home/apt,40.80266,-73.94728,9306716
1776732,2000 sqf  Duplex in Townhouse,Entire home/apt,40.78852,-73.96746,7379093
1777007,Space For guest,Shared room,40.71078,-74.01623,3980927
1777197,( Hostal ) 1 full size Mattress (Top Bunk),Shared room,40.71697,-73.83396,2793778
1777674,Charming space in lively neighborhood.,Private room,40.67528,-73.95741,6327260
1778294,Sweet Apartment on Quiet Block,Entire home/apt,40.68931,-73.95548,367815
1780748,Sunny 1 bedroom In The Heart of NYC,Private room,40.74881,-73.97234,9293512
1781052,CELEBRATE NEW YEAR'S EVE IN NYC,Entire home/apt,40.76456,-73.98233,9348961
1781697,Beautiful 1 bdrm in 2 bdrm apt,Private room,40.71284,-73.93965,1482208
1781786,Charming 1BR  ,Entire home/apt,40.80395,-73.95519,9352452
1782079,LOFT Private Room - MOVIE THEATER/GYM/LAUNDRY/ROOF,Private room,40.69009,-73.95314,226697
1782437,1800sf Urban Goddess Brooklyn Loft,Entire home/apt,40.69169,-73.9603,7880914
1782667,Bushwick Artist Loft - Cozy Room,Private room,40.70818,-73.92202,3886532
1782872,Suite Spot in Tribeca,Entire home/apt,40.71481,-74.00934,9358396
1785141,Entire 1 Bedroom in Williamsburg,Entire home/apt,40.70658,-73.96759,5481728
1785187,Classic Cool Comfortable LES,Private room,40.72131,-73.98527,8222814
1785942,"Private, Cozy Bedroom/ Barclay Ctr",Private room,40.65987,-73.95076,1354796
1786408,A quite nice bedroom in Greenpoint,Private room,40.72495,-73.95112,9375506
1787771,CHIC NEW YORK OASIS WITH ROOF DECK!,Entire home/apt,40.68273,-73.95437,9381867
1788989,Sunny and charming Soho 1 bedroom,Entire home/apt,40.72311,-73.99476,7607092
1789715,2 BR Apt in Luxury Building - UES,Entire home/apt,40.78277,-73.95164,6989380
1791105,Harlem Oasis,Private room,40.81157,-73.95335,8535372
1793091,Private  Studio Museum Block UWS,Entire home/apt,40.77631,-73.97953,9407785
1793411,Union Square/East Village Apartment,Entire home/apt,40.7312,-73.98857,2273886
1794250,"Large, bright Williamsburg room",Private room,40.70683,-73.95375,7757648
1796722,Effortlessly Chic WILLIAMSBURG BK,Entire home/apt,40.71295,-73.93874,2140820
1797025,Charming Spacious 1 Bdrm Apt,Entire home/apt,40.67204,-73.95147,9340104
1798210,NYC Super Cool East Village 1 BD,Entire home/apt,40.72878,-73.97854,9430658
1798271,Spacious center hall colonial,Entire home/apt,40.53884,-74.19826,9430973
1798500,DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn,Private room,40.86317,-73.82494,310670
1801036,Private room with sleeping loft,Private room,40.7187,-73.95133,8200820
1801130,"Perfect Brooklyn Stay, Apt for 4",Entire home/apt,40.67749,-73.98031,9443112
1802584,YOUR  PRIVATE COZY 1Br + 15min from Manhattan,Entire home/apt,40.73747,-73.9248,2961266
1802838,Industrial Modern 1 Bedroom - Prime Williamsburg,Entire home/apt,40.71875,-73.94935,2019832
1803165,Huuuge Sunny Central Park REAL 2 bedroom 1.5 baths,Entire home/apt,40.76391,-73.9782,9453400
1803279,Near Subway Sunny Spacious Room in NYC,Private room,40.81569,-73.96058,7239405
1805150,nice room in bedstuy B,Private room,40.68366,-73.95009,6885157
1805261,Flat Iron 2BD Beautiful Apt ,Entire home/apt,40.74107,-73.98487,9462127
1806138,Brooklyn Heights One Bedroom Loft,Entire home/apt,40.7001,-73.99183,8423479
1806378,Mayor's Mansion - Fort Greene,Entire home/apt,40.68585,-73.97016,1929442
1806651,Bright and Airy Brooklyn Loft,Entire home/apt,40.70498,-73.92868,3267818
1807106,Stunning  Limestone  1 Bdrm Flat,Entire home/apt,40.67191,-73.93997,9223085
1807757,"SUNNY,SUPER CLEAN WEST VILLAGE  APT",Entire home/apt,40.73246,-74.00215,9473928
1808497,Queen size room in Brooklyn,Private room,40.69023,-73.94628,7557833
1808550,Invitation to travelers,Private room,40.69096,-73.94613,7557833
1809547,"Priv room in 3 bdrm apt - Room ""B""",Private room,40.80126,-73.9454,9207223
1810640,R & R In Harlem,Private room,40.81748,-73.94539,4572968
1811446,Private Room,Private room,40.74166,-73.99892,9490594
1812111,Spacious Parkside View Bedroom,Private room,40.8145,-73.94962,2621935
1813681,East Williamsburg Clean Apartment,Entire home/apt,40.71261,-73.94154,9486005
1813829,Enjoy Harlem Renassiance Sunny Room,Private room,40.82519,-73.9453,9501531
1814010,"Large, Private 1BR in Noho/Nolita/Soho",Entire home/apt,40.72644,-73.9923,3257486
1814279,Urban Jungle in Bedford Stuyvesant,Entire home/apt,40.68909,-73.9173,6841194
1815211,":: Spacious 1bedroom, great loca ::",Entire home/apt,40.73689,-73.98451,1572271
1815505,Peaceful Oasis. 25 mins. Manhattan,Private room,40.71594,-73.82264,9509269
1817510,Skylight BR in Gorgeous Rooftop Apt,Private room,40.69048,-73.92193,6957798
1817905,Amazing views in Williamsburg Condo,Entire home/apt,40.71454,-73.94965,9520082
1818411,HUGE 2bdrm LOFT in NOHO/East Vill!,Entire home/apt,40.72569,-73.99227,9522475
1818420,Budget Friendly & Spacious,Private room,40.64738,-73.89163,9522524
1818820,Urban Cottage in Williamsburg BK,Entire home/apt,40.71618,-73.94189,9524360
1819623,Private room in sunny Bedstuy apartment,Private room,40.69493,-73.94161,159011
1820858,Large Comfortable Studio in Chelsea,Entire home/apt,40.74386,-73.99541,3609524
1820931,Gorgeous large 1 bedroom apt for March- April.,Entire home/apt,40.85557,-73.93641,3889301
1821541,Large 2BR apartment East Village,Entire home/apt,40.7221,-73.98356,2208993
1823141,Large 1 BR apartment in the LES!,Entire home/apt,40.72018,-73.98839,3981706
1824808,LOCATION LOCATION LOCATION Abigail,Entire home/apt,40.73679,-73.98177,1146958
1825949,"Lovely Bedroom - Bed Stuy, Brooklyn",Private room,40.68385,-73.92349,9554965
1826701,Just like home & more in Rm #2,Private room,40.82557,-73.95514,6632440
1827525,Huge Room with Private Bathroom,Private room,40.65083,-73.96101,9470293
1827723,2 bdr NYC duplex w balcony,Entire home/apt,40.73285,-73.98245,9563216
1827962,Bright & cosy 1 bedroom apartment,Entire home/apt,40.71766,-73.95634,9564410
1828063,••BEST Manhattan Downtown Location!!••,Entire home/apt,40.72982,-73.98532,9339714
1830244,Cool and spacious room-Approx 150 yard from LTrain,Private room,40.68135,-73.9046,5309364
1831227,Brownstone Penthouse Apartment,Entire home/apt,40.80964,-73.94098,6499364
1832120,Heart of Williamsburg,Private room,40.71216,-73.96274,7195403
1834738,Luxury Contemporary Central Home,Entire home/apt,40.73865,-73.9962,9593224
1835367,"Washer, Marble Bath, Yard near Subways, High Line",Entire home/apt,40.75,-73.99721,7245581
1836381,Bushwick / Bed Sty Retreat,Private room,40.69168,-73.932,9600781
1839231,Great Apt-Heart of East Village! ,Entire home/apt,40.73135,-73.98298,9613050
1839341,Modern Waterfront 2Bed Williamsburg,Entire home/apt,40.71817,-73.96401,9610339
1839818,"1B in NYC - East Village, Manhattan",Entire home/apt,40.73196,-73.97932,9615574
1841356,Cozy spacious 1 bed in Murray Hill,Private room,40.74392,-73.9811,9622750
1842739,Large Eco bedroom on the River,Private room,40.73544,-73.97465,8976567
1843034,SPECIAL NEW YEAR'S LUXURIOUS MANHATTAN APT,Entire home/apt,40.76547,-73.97729,9630447
1843108,HappyCozy GuestSuite w/ Great Energy close to JFK,Entire home/apt,40.6784,-73.89362,2021121
1843674,Self contained ground level apt,Entire home/apt,40.68674,-73.95392,9632747
1843955,Spacious Midtown Manhattan room,Entire home/apt,40.76129,-73.96869,9634183
1844088,Renovated Studio Midtown East,Entire home/apt,40.7525,-73.96492,1512462
1844705,Lux Doorman by 11 trains,Private room,40.68897,-73.98765,9637768
1844792,Clean Cute and Cozy Harlem Apt,Private room,40.82097,-73.93765,9638204
1844847,"Serene, Authentic Artist's Loft",Entire home/apt,40.70714,-73.9216,1340205
1846100,Cosy Brooklyn NYC One Bedroom in Garden Level,Private room,40.64469,-73.9469,9644289
1846528,East Village - 180º City View & Private Balcony,Entire home/apt,40.72369,-73.9753,8951505
1846580,Park Slope Bedroom in Eccentric New York Apartment,Private room,40.66516,-73.9794,9646158
1847096,Beautiful 1BR in East Village!,Entire home/apt,40.72969,-73.98151,3952560
1847261,AUTHENTIC TRIBECA LOFT NEAR SOHO,Entire home/apt,40.71417,-74.00678,315654
1847389,Beautiful BK 1 Block From Subway,Entire home/apt,40.67522,-73.99978,9371210
1847434,Beautiful warm duplex apartment,Entire home/apt,40.68489,-73.95473,9632747
1850695,Great Manhattan apartment,Entire home/apt,40.80738,-73.95855,9665594
1851767,Luxurious Brownstone Duplex w Outdoor Space,Entire home/apt,40.69322,-73.94581,173980
1851926,Studio in the Family Brownstone,Entire home/apt,40.6889,-73.92469,9671392
1853765,"Pre-War - Subway,Park's & Museum's",Entire home/apt,40.77593,-73.94927,416918
1855846,Unshared Apt Cozy One Bedroom,Entire home/apt,40.82597,-73.95102,9685977
1856027,"Hip, Brick East Village Apartment",Private room,40.72485,-73.98349,267955
1856261,Private room in Center of Manhattan,Private room,40.76254,-73.98712,9407818
1856627,Labor Day in Brooklyn Room Stay,Private room,40.67143,-73.94929,9689041
1856803,1BR Priv. East Village Apt Sleeps 4,Entire home/apt,40.72335,-73.98549,485738
1856914,Luxury Apartment a walk to the park,Entire home/apt,40.76906,-73.9517,1010940
1859901,Prime East Village Spacious 1 BED,Entire home/apt,40.72394,-73.98941,9702964
1860838,Affordable Private Room in NYC! ,Private room,40.84278,-73.93725,8276592
1861281,Carol,Private room,40.72898,-73.98051,9709464
1861493,1 BR Penthouse with Private Terrace,Entire home/apt,40.78618,-73.97339,9710466
1863930,2nd@THROOP MANSION ,Entire home/apt,40.68864,-73.94166,3351261
1864061,"2 Br Condo: Elegant, Amazing Views!",Entire home/apt,40.75562,-73.99736,9720494
1864757,3+ Bedroom Steps to Park Avenue,Entire home/apt,40.77585,-73.95566,194918
1865336,Private bedroom in awesome loft apt,Private room,40.71338,-73.96833,9725785
1865884,Harlem 1BR - 3 blocks to subway!,Entire home/apt,40.80491,-73.94752,1753078
1866051,1 BR in Luxury Chelsea Doorman Bldg,Entire home/apt,40.74386,-74.00106,9729421
1869202,Cozy & Sunny central Manhattan APT!,Entire home/apt,40.7582,-73.96692,5008954
1869432,West Village/SOHO Pretty Apartment,Entire home/apt,40.72838,-74.00462,9744172
1869467,Carroll Gardens Brownstone Flat,Entire home/apt,40.68283,-73.99813,376084
1869685,Cozy apartment available!,Entire home/apt,40.68185,-73.95336,9745149
1870228,Long Island City Home 1.!,Private room,40.75283,-73.92915,4378763
1871261,Big room only 90. Great location.,Private room,40.74599,-73.99775,9751988
1871311,Times Square Modern Apartment,Entire home/apt,40.76316,-73.99358,2808971
1872838,Clean & Cozy 1BD,Entire home/apt,40.67593,-73.95885,4693453
1873531,Entire Apartment in Nolita/LES,Entire home/apt,40.71845,-73.99326,9762099
1876811,Sweet Union Square/ Gramercy Studio,Entire home/apt,40.7366,-73.98703,9774018
1876969,Penthouse in Bedford Stuyvesant ,Entire home/apt,40.68305,-73.9419,9582999
1877255,"PRIVATE Room, located on Central MANHATTAN***",Private room,40.7789,-73.95311,7748646
1878642,"New York City, Manhattan Modern Apartment",Entire home/apt,40.74855,-73.977,9782866
1878692,Andrea's bohemian pied-a-terre,Entire home/apt,40.72934,-74.00075,9782676
1878965,Gorgeous 2BR Flex Loft w/NYC views,Entire home/apt,40.72589,-73.94055,7503643
1880539,Room in spacious charming loft,Private room,40.71216,-73.96615,9790609
1881556,"Private, Spacious Garden Apartment",Entire home/apt,40.68413,-73.92693,9795483
1881586,"Spacious, Sunny, 1br in Midtown East with doorman",Entire home/apt,40.75669,-73.9666,9795610
1881801,Gorgeous 1.5 Br - 1 block to Subway-9 min to NYC!,Entire home/apt,40.71394,-73.94193,8292927
1881846,Cozy sunny room in the heart of the city,Private room,40.75375,-73.96556,586409
1884398,Art-filled 1BR on best block in WV ,Entire home/apt,40.73311,-74.00761,3627583
1885385,Large Sunny Room,Private room,40.64448,-73.89222,9522524
1885714,Nice Bedroom in Central Bushwick!,Private room,40.70343,-73.91343,2673168
1885826,LOFT-CentralPrk/TimeSq/TheaterDist1,Private room,40.76296,-73.98641,32704
1886240,June 30 Th to August 31 st,Entire home/apt,40.72617,-74.00141,9813233
